position_x,position_y,position_z,rotation_x,rotation_y,rotation_z,atom_id,simulation_step
0.9996257716049383,1,1,0,-0,0,0,0
5.0001125,1,1,0,-0,0,1,0
10.000261728395062,1,1,0,-0,0,2,0
0.9985032559401439,1,1,0,-0,0,0,1
5.000449871800609,1,1,0,-0,0,1,1
10.001046872259247,1,1,0,-0,0,2,1
0.99663296111305,1,1,0,-0,0,0,2
5.001011731230502,1,1,0,-0,0,1,2
10.002355307656448,1,1,0,-0,0,2,2
0.9940157324599347,1,1,0,-0,0,0,3
5.001797439423977,1,1,0,-0,0,1,3
10.004186828116088,1,1,0,-0,0,2,3
0.9906527502922886,1,1,0,-0,0,0,4
5.002806104940273,1,1,0,-0,0,1,4
10.00654114476744,1,1,0,-0,0,2,4
0.9865455267626633,1,1,0,-0,0,0,5
5.004036586709866,1,1,0,-0,0,1,5
10.009417886527473,1,1,0,-0,0,2,5
0.981695901870624,1,1,0,-0,0,0,6
5.005487497787304,1,1,0,-0,0,1,6
10.012816600342074,1,1,0,-0,0,2,6
0.9761060386348912,1,1,0,-0,0,0,7
5.007157209884748,1,1,0,-0,0,1,7
10.016736751480364,1,1,0,-0,0,2,7
0.9697784174628941,1,1,0,-0,0,0,8
5.009043858655256,1,1,0,-0,0,1,8
10.021177723881852,1,1,0,-0,0,2,8
0.9627158297537383,1,1,0,-0,0,0,9
5.011145349690191,1,1,0,-0,0,1,9
10.026138820556072,1,1,0,-0,0,2,9
0.9549213707749337,1,1,0,-0,0,0,10
5.013459365190764,1,1,0,-0,0,1,10
10.031619264034305,1,1,0,-0,0,2,10
0.9463984318571195,1,1,0,-0,0,0,11
5.015983371269944,1,1,0,-0,0,1,11
10.03761819687294,1,1,0,-0,0,2,11
0.9371506919544089,1,1,0,-0,0,0,12
5.018714625837607,1,1,0,-0,0,1,12
10.044134682207988,1,1,0,-0,0,2,12
0.9271821086208412,1,1,0,-0,0,0,13
5.021650187018975,1,1,0,-0,0,1,13
10.051167704360187,1,1,0,-0,0,2,13
0.9164969084557522,1,1,0,-0,0,0,14
5.024786922054141,1,1,0,-0,0,1,14
10.05871616949011,1,1,0,-0,0,2,14
